@relation doenca
  
@attribute temperaturas {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40}
@attribute umidade {100, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, <90}
@attribute manchas {Sim, Nao}
@attribute chuva {Sim, Nao}
@attribute doenca {Sim, Nao}
  
@data
19,95,Nao,Sim,Sim
19,95,Nao,Nao,Sim
19,95,Nao,Nao,Nao
20,95,Sim,Sim,Sim
20,95,Nao,Sim,Sim
20,95,Nao,Nao,Sim
20,95,Nao,Nao,Nao
12,94,Sim,Sim,Sim
12,94,Nao,Sim,Sim
12,94,Nao,Nao,Sim
12,94,Sim,Nao,Sim
13,94,Sim,Sim,Sim
13,94,Nao,Sim,Sim
13,94,Nao,Nao,Sim
13,94,Sim,Nao,Sim
14,94,Sim,Sim,Sim
14,94,Nao,Sim,Sim
14,94,Nao,Nao,Sim
14,94,Sim,Nao,Sim
15,94,Sim,Sim,Sim
15,94,Nao,Sim,Sim
15,94,Nao,Nao,Sim
15,94,Sim,Nao,Sim
16,94,Sim,Sim,Sim
16,94,Nao,Sim,Sim
16,94,Nao,Nao,Sim
16,94,Nao,Nao,Nao
17,94,Sim,Sim,Sim
17,94,Nao,Sim,Sim
17,94,Nao,Nao,Sim
17,94,Nao,Nao,Nao
18,94,Sim,Sim,Sim
18,94,Nao,Sim,Sim
18,94,Nao,Nao,Sim
18,94,Nao,Nao,Nao
19,94,Sim,Sim,Sim
19,94,Nao,Sim,Sim
19,94,Nao,Nao,Sim
19,94,Nao,Nao,Nao
20,94,Sim,Sim,Sim
20,94,Nao,Sim,Sim
20,94,Nao,Nao,Sim
20,94,Nao,Nao,Nao
12,93,Sim,Sim,Sim
12,93,Nao,Sim,Sim
12,93,Nao,Nao,Sim
12,93,Sim,Nao,Sim
13,93,Sim,Sim,Sim
13,93,Nao,Sim,Sim
13,93,Nao,Nao,Sim
13,93,Sim,Nao,Sim
14,93,Sim,Sim,Sim
14,93,Nao,Sim,Sim
14,93,Nao,Nao,Sim
14,93,Sim,Nao,Sim
15,93,Sim,Sim,Sim
15,93,Nao,Sim,Sim
15,93,Nao,Nao,Sim
15,93,Sim,Nao,Sim
16,93,Sim,Sim,Sim
16,93,Nao,Sim,Sim
16,93,Nao,Nao,Sim
16,93,Nao,Nao,Nao
17,93,Sim,Sim,Sim
17,93,Nao,Sim,Sim
17,93,Nao,Nao,Sim
17,93,Nao,Nao,Nao
18,93,Sim,Sim,Sim
18,93,Nao,Sim,Sim
18,93,Nao,Nao,Sim
18,93,Nao,Nao,Nao
19,93,Sim,Sim,Sim
19,93,Nao,Sim,Sim
19,93,Nao,Nao,Sim
19,93,Nao,Nao,Nao
20,93,Sim,Sim,Sim
20,93,Nao,Sim,Sim
20,93,Nao,Nao,Sim
20,93,Nao,Nao,Nao
12,92,Sim,Sim,Sim
12,92,Nao,Sim,Sim
12,92,Nao,Nao,Sim
12,92,Sim,Nao,Sim
13,92,Sim,Sim,Sim
13,92,Nao,Sim,Sim
13,92,Nao,Nao,Sim
13,92,Sim,Nao,Sim
14,92,Sim,Sim,Sim
14,92,Nao,Sim,Sim
14,92,Nao,Nao,Sim
14,92,Sim,Nao,Sim
15,92,Sim,Sim,Sim
15,92,Nao,Sim,Sim
15,92,Nao,Nao,Sim
15,92,Sim,Nao,Sim
16,92,Sim,Sim,Sim
16,92,Nao,Sim,Sim
16,92,Nao,Nao,Sim
16,92,Nao,Nao,Nao
17,92,Sim,Sim,Sim
17,92,Nao,Sim,Sim
17,92,Nao,Nao,Sim
17,92,Nao,Nao,Nao
18,92,Sim,Sim,Sim
18,92,Nao,Sim,Sim
18,92,Nao,Nao,Sim
18,92,Nao,Nao,Nao
19,92,Sim,Sim,Sim
19,92,Nao,Sim,Sim
19,92,Nao,Nao,Sim
19,92,Nao,Nao,Nao
20,92,Sim,Sim,Sim
20,92,Nao,Sim,Sim
20,92,Nao,Nao,Sim
20,92,Nao,Nao,Nao
12,91,Sim,Sim,Sim
12,91,Nao,Sim,Sim
12,91,Nao,Nao,Sim
12,91,Sim,Nao,Sim
13,91,Sim,Sim,Sim
13,91,Nao,Sim,Sim
13,91,Nao,Nao,Sim
13,91,Sim,Nao,Sim
14,91,Sim,Sim,Sim
14,91,Nao,Sim,Sim
14,91,Nao,Nao,Sim
14,91,Sim,Nao,Sim
15,91,Sim,Sim,Sim
15,91,Nao,Sim,Sim
15,91,Nao,Nao,Sim
15,91,Sim,Nao,Sim
16,91,Sim,Sim,Sim
16,91,Nao,Sim,Sim
16,91,Nao,Nao,Sim
16,91,Nao,Nao,Nao
17,91,Sim,Sim,Sim
17,91,Nao,Sim,Sim
17,91,Nao,Nao,Sim
17,91,Nao,Nao,Nao
18,91,Sim,Sim,Sim
18,91,Nao,Sim,Sim
18,91,Nao,Nao,Sim
18,91,Nao,Nao,Nao
19,91,Sim,Sim,Sim
19,91,Nao,Sim,Sim
19,91,Nao,Nao,Sim
19,91,Nao,Nao,Nao
20,91,Sim,Sim,Sim
20,91,Nao,Sim,Sim
20,91,Nao,Nao,Sim
20,91,Nao,Nao,Nao
12,<90,Sim,Sim,Sim
12,<90,Nao,Sim,Nao
12,<90,Nao,Nao,Nao
12,<90,Sim,Nao,Nao
13,<90,Sim,Sim,Sim
13,<90,Nao,Sim,Nao
13,<90,Nao,Nao,Nao
13,<90,Sim,Nao,Nao
14,<90,Sim,Sim,Sim
14,<90,Nao,Sim,Nao
14,<90,Nao,Nao,Nao
14,<90,Sim,Nao,Nao
15,<90,Sim,Sim,Sim
15,<90,Nao,Sim,Nao
15,<90,Nao,Nao,Nao
15,<90,Sim,Nao,Nao
16,<90,Sim,Sim,Sim
16,<90,Nao,Sim,Nao
16,<90,Nao,Nao,Nao
16,<90,Nao,Nao,Nao
17,<90,Sim,Sim,Sim
17,<90,Nao,Sim,Nao
17,<90,Nao,Nao,Nao
17,<90,Nao,Nao,Nao
18,<90,Sim,Sim,Sim
18,<90,Nao,Sim,Nao
18,<90,Nao,Nao,Nao
18,<90,Nao,Nao,Nao
19,<90,Sim,Sim,Sim
19,<90,Nao,Sim,Nao
19,<90,Nao,Nao,Nao
19,<90,Nao,Nao,Nao
20,<90,Sim,Sim,Sim
20,<90,Nao,Sim,Nao
20,<90,Nao,Nao,Nao
20,<90,Nao,Nao,Nao
